URL,secondary_color
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_069_V_TC_46/4787,5322,140,192/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_225_R_TC_46/1627,3745,107,162/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_141_V_TC_46/5000,2645,85,162/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_348_V_TC_46/3482,3862,130,472/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_280_V_TC_46/930,3702,112,197/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_215_V_TC_46/3812,4510,207,310/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_119_R_TC_46/1897,297,100,152/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_222_R_TC_46/437,5425,365,975/pct:40/0/default.jpg",blue
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_059_R_TC_46/455,700,265,305/pct:40/0/default.jpg",red
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_324_V_TC_46/2007,5257,145,170/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_193_R_TC_46/2362,6297,142,255/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_247_R_TC_46/2692,6522,127,177/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_092_V_TC_46/3745,3775,85,1297/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_203_R_TC_46/550,1247,270,477/pct:40/0/default.jpg",blue
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_033_V_TC_46/4480,2162,265,187/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_185_V_TC_46/3600,6775,32,290/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_289_V_TC_46/4010,4042,152,180/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_047_R_TC_46/4147,6647,105,175/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_280_V_TC_46/4267,7300,80,147/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_328_V_TC_46/3707,2100,135,160/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_222_R_TC_46/2507,4157,132,225/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_228_V_TC_46/3545,2660,752,440/pct:40/0/default.jpg",blue
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_181_V_TC_46/4730,2230,112,182/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_167_V_TC_46/2305,6900,202,160/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_063_V_TC_46/4395,7087,190,152/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_349_R_TC_46/3587,2582,205,252/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_087_R_TC_46/1975,255,132,185/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_109_V_TC_46/3555,385,127,160/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_099_V_TC_46/3537,320,127,162/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_124_V_TC_46/3610,1647,450,1037/pct:40/0/default.jpg",blue
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_018_R_TC_46/2077,2692,165,527/pct:40/0/default.jpg",red
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_092_R_TC_46/1097,1975,140,147/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_057_V_TC_46/915,2425,117,217/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_218_R_TC_46/845,4330,127,180/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_335_R_TC_46/3482,337,95,157/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_038_R_TC_46/355,3355,277,442/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_175_R_TC_46/472,920,25,217/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_204_R_TC_46/1937,255,130,165/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_155_R_TC_46/3057,3660,120,140/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_297_R_TC_46/490,5295,170,175/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_285_V_TC_46/690,3557,210,635/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_040_R_TC_46/2742,5335,92,142/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_184_V_TC_46/2927,4980,170,217/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_110_V_TC_46/2637,3685,127,172/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_141_V_TC_46/2747,2567,147,172/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_239_V_TC_46/2760,1562,220,262/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_133_R_TC_46/2902,4680,87,142/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_272_R_TC_46/3085,922,102,185/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_133_R_TC_46/200,722,362,682/pct:40/0/default.jpg",blue
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_004_R_TC_46/2122,5547,50,422/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_087_R_TC_46/2482,1142,185,175/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_291_V_TC_46/3747,342,152,155/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_173_R_TC_46/337,4105,692,2615/pct:40/0/default.jpg",blue
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_092_R_TC_46/2965,1182,127,150/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_301_R_TC_46/2740,4690,192,202/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_068_R_TC_46/2905,5332,82,177/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_088_V_TC_46/1567,3385,267,560/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_054_V_TC_46/4187,6710,142,240/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_060_R_TC_46/3077,3922,125,170/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_246_V_TC_46/5040,1512,102,155/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_296_R_TC_46/2055,1865,170,217/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_060_V_TC_46/3802,3122,65,162/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_154_R_TC_46/3982,5262,212,1810/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_154_V_TC_46/4602,2872,160,157/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_120_V_TC_46/1942,5617,60,157/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_349_V_TC_46/4257,2495,160,185/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_224_R_TC_46/1187,4767,122,165/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_064_V_TC_46/4497,4665,117,165/pct:40/0/default.jpg",
