URL,Label,X,Y,W,H
https://stacks.stanford.edu/image/iiif/xd956wx5361%2F022_xvi_V_TC_46/full/pct:40/0/default.jpg,7-Rubrics,1675,2505,427,39
https://stacks.stanford.edu/image/iiif/sx200wv7668%2F044_404_TC_46/full/pct:40/0/default.jpg,7-Rubrics,522,306,1412,53
https://stacks.stanford.edu/image/iiif/jj548nk9202%2F045_027_V_TC_46/full/pct:40/0/default.jpg,7-Rubrics,410,2954,738,48
https://stacks.stanford.edu/image/iiif/xp413cf5125%2F319_100_V_TC_46/full/pct:40/0/default.jpg,7-Rubrics,955,709,488,51
https://stacks.stanford.edu/image/iiif/qx685bd1288%2F317_279_R_TC_46/full/pct:40/0/default.jpg,7-Rubrics,883,512,127,45
https://stacks.stanford.edu/image/iiif/vx000hq8392%2F275_117_V_TC_46/full/pct:40/0/default.jpg,7-Rubrics,965,817,118,34
https://stacks.stanford.edu/image/iiif/sw561ph9670%2F468_115_R_TC_46/full/pct:40/0/default.jpg,7-Rubrics,836,798,366,47
https://stacks.stanford.edu/image/iiif/gc974js8368%2F135_111_R_TC_46/full/pct:40/0/default.jpg,7-Rubrics,558,2526,294,69
https://stacks.stanford.edu/image/iiif/jz069xd3008%2F269_239_V_TC_46/full/pct:40/0/default.jpg,7-Rubrics,472,358,1435,91
https://stacks.stanford.edu/image/iiif/rg420yp8320%2F373_9_V_TC_46/full/pct:40/0/default.jpg,7-Rubrics,1708,2430,381,102
https://stacks.stanford.edu/image/iiif/sc624xj6187%2F356_092_V_TC_46/full/pct:40/0/default.jpg,7-Rubrics,1022,299,220,38
https://stacks.stanford.edu/image/iiif/yw579bn5109%2F130_114_R_TC_46/full/pct:40/0/default.jpg,7-Rubrics,1006,1511,132,37
https://stacks.stanford.edu/image/iiif/jz069xd3008%2F269_11_R_TC_46/full/pct:40/0/default.jpg,7-Rubrics,227,1442,816,69
https://stacks.stanford.edu/image/iiif/vp970qy1037%2F027_191_R_TC_46/full/pct:40/0/default.jpg,7-Rubrics,1222,1048,254,46
https://stacks.stanford.edu/image/iiif/jz069xd3008%2F269_217_V_TC_46/full/pct:40/0/default.jpg,7-Rubrics,582,2637,1278,72
https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_326_R_TC_46/full/pct:40/0/default.jpg,7-Rubrics,997,2106,135,41
https://stacks.stanford.edu/image/iiif/sc624xj6187%2F356_008_R_TC_46/full/pct:40/0/default.jpg,7-Rubrics,784,1616,526,61
https://stacks.stanford.edu/image/iiif/pq756vs0720%2F292_119_R_TC_46/full/pct:40/0/default.jpg,7-Rubrics,137,2289,900,76
https://stacks.stanford.edu/image/iiif/xq050qp5257%2F267_83_V_TC_46/full/pct:40/0/default.jpg,7-Rubrics,1138,430,125,32
https://stacks.stanford.edu/image/iiif/wx717zj2675%2F048_245_R_TC_46/full/pct:40/0/default.jpg,7-Rubrics,499,1930,221,26
https://stacks.stanford.edu/image/iiif/zh479gp8621%2F316_56_R_TC_46/full/pct:40/0/default.jpg,7-Rubrics,839,2007,220,66
https://stacks.stanford.edu/image/iiif/sp968bx9690%2F050_88_V_TC_46/full/pct:40/0/default.jpg,7-Rubrics,1630,2386,365,67
https://stacks.stanford.edu/image/iiif/vp970qy1037%2F027_83_R_TC_46/full/pct:40/0/default.jpg,7-Rubrics,337,1165,497,47
https://stacks.stanford.edu/image/iiif/dt053nh0820%2F002III_280_V_TC_46/full/pct:40/0/default.jpg,7-Rubrics,608,2535,756,65
https://stacks.stanford.edu/image/iiif/sb541hg4710%2F419_ii_R_TC_46/full/pct:40/0/default.jpg,7-Rubrics,21,145,468,155
https://stacks.stanford.edu/image/iiif/vp970qy1037%2F027_131_R_TC_46/full/pct:40/0/default.jpg,7-Rubrics,1013,1539,414,44
https://stacks.stanford.edu/image/iiif/wk321dt4676%2F094_147_R_TC_46/full/pct:40/0/default.jpg,7-Rubrics,1774,1684,269,65
https://stacks.stanford.edu/image/iiif/vd280pd3953%2F052_180_V_TC_46/full/pct:40/0/default.jpg,7-Rubrics,1430,1128,548,49
https://stacks.stanford.edu/image/iiif/vd280pd3953%2F052_166_R_TC_46/full/pct:40/0/default.jpg,7-Rubrics,133,646,582,49
