URL,Label,X,Y,W,H
https://stacks.stanford.edu/image/iiif/qm817bv7839%2F400_088_R_TC_46/full/pct:40/0/default.jpg,6-Litterae_Notabiliores,382,165,241,391
https://stacks.stanford.edu/image/iiif/wz774ws7198%2F092_028_V_TC_46/full/pct:40/0/default.jpg,6-Litterae_Notabiliores,527,152,182,269
https://stacks.stanford.edu/image/iiif/jv228wq5037%2F385_124_TC_46/full/pct:40/0/default.jpg,6-Litterae_Notabiliores,267,1289,174,225
https://stacks.stanford.edu/image/iiif/hr471qc4349%2F437_258_V_TC_46/full/pct:40/0/default.jpg,6-Litterae_Notabiliores,1229,145,106,112
https://stacks.stanford.edu/image/iiif/jc891dg8213%2F252_116_V_TC_46/full/pct:40/0/default.jpg,6-Litterae_Notabiliores,341,2193,332,383
https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_376_R_TC_46/full/pct:40/0/default.jpg,6-Litterae_Notabiliores,3,140,222,383
https://stacks.stanford.edu/image/iiif/hr471qc4349%2F437_059_R_TC_46/full/pct:40/0/default.jpg,6-Litterae_Notabiliores,1582,461,243,614
https://stacks.stanford.edu/image/iiif/qt808nj0703%2F016II_145_R_TC_46/full/pct:40/0/default.jpg,6-Litterae_Notabiliores,9,176,198,531
https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_020_V_TC_46/full/pct:40/0/default.jpg,6-Litterae_Notabiliores,1223,361,223,1403
https://stacks.stanford.edu/image/iiif/jj548nk9202%2F045_039_V_TC_46/full/pct:40/0/default.jpg,6-Litterae_Notabiliores,2014,453,187,249
https://stacks.stanford.edu/image/iiif/qt808nj0703%2F016II_119_R_TC_46/full/pct:40/0/default.jpg,6-Litterae_Notabiliores,140,2039,123,398
https://stacks.stanford.edu/image/iiif/xv032gf3763%2F310_065_R_TC_46/full/pct:40/0/default.jpg,6-Litterae_Notabiliores,91,1598,148,111
https://stacks.stanford.edu/image/iiif/jz764vk2561%2F315_62_V_TC_46/full/pct:40/0/default.jpg,6-Litterae_Notabiliores,1276,1040,147,237
https://stacks.stanford.edu/image/iiif/bh709gt4292%2F274_001_R_TC_46/full/pct:40/0/default.jpg,6-Litterae_Notabiliores,43,858,255,389
https://stacks.stanford.edu/image/iiif/gf842rx6366%2F459_051_V_TC_46/full/pct:40/0/default.jpg,6-Litterae_Notabiliores,465,380,132,327
https://stacks.stanford.edu/image/iiif/xj710dc7305%2F029_147_R_TC_46/full/pct:40/0/default.jpg,6-Litterae_Notabiliores,1029,960,106,140
